date,train_id,mileage_km,rolling_stock_cert_days_remaining,signalling_cert_days_remaining,telecom_cert_days_remaining,job_card_status,branding_priority,cleaning_status,cleaning_due,hours_run_today,stabling_location,induction_decision,total_cert_days,certs_critical,weekday
2022-12-18,7,277386,39,177,230,Closed,Medium,Clean,False,12.2,Track 12,Inducted,446,0,6
2022-12-18,8,160766,14,132,96,Closed,Low,Clean,False,1.5,Track 3,Standby,242,0,6
2022-12-18,9,201598,54,73,13,Closed,Medium,Clean,False,8.9,Track 3,Inducted,140,0,6
2022-12-18,10,249386,30,1,103,Closed,Medium,Clean,False,0.0,Track 12,Maintenance,134,1,6
2022-12-18,11,289219,52,67,163,Open,High,Clean,False,1.3,Track 14,Standby,282,0,6
2022-12-18,12,201898,85,118,27,Closed,Low,Clean,False,0.0,Track 2,Maintenance,230,0,6
2022-12-18,13,211546,11,155,135,Open,High,Clean,False,0.0,Track 8,Maintenance,301,0,6
2022-12-18,14,204409,16,99,177,Closed,High,Scheduled,True,1.3,Track 6,Standby,292,0,6
2022-12-18,15,281583,54,153,30,Closed,High,Clean,False,11.9,Track 12,Inducted,237,0,6
2022-12-18,16,258204,5,19,152,Closed,High,Clean,False,13.2,Track 12,Inducted,176,1,6
2022-12-18,17,265115,1,68,302,Open,Low,Clean,False,0.6,Track 12,Standby,371,1,6
2022-12-18,18,267083,9,159,78,Closed,High,Clean,False,9.1,Track 10,Inducted,246,0,6
2022-12-18,19,231903,16,85,237,Closed,Low,Clean,False,0.0,Track 7,Maintenance,338,0,6
2022-12-18,20,270738,21,159,46,Closed,Medium,Clean,False,9.9,Track 13,Inducted,226,0,6
2022-12-18,21,188616,26,66,208,Closed,Low,Clean,False,11.1,Track 10,Inducted,300,0,6
2022-12-18,22,177804,25,111,107,Closed,High,Clean,False,13.9,Track 12,Inducted,243,0,6
2022-12-18,23,286405,60,62,331,Closed,High,Clean,False,0.0,Track 14,Maintenance,453,0,6
2022-12-18,24,194945,1,73,130,Closed,Low,Clean,False,11.6,Track 11,Inducted,204,1,6
2022-12-18,25,183015,1,146,306,Closed,Low,Clean,False,1.3,Track 3,Standby,453,1,6
2022-12-19,1,277554,9,103,75,Closed,Low,Clean,False,1.3,Track 14,Standby,187,0,0
2022-12-19,2,213901,69,137,243,Closed,Medium,Clean,False,0.0,Track 2,Maintenance,449,0,0
2022-12-19,3,194907,86,160,363,Closed,Low,Clean,False,12.0,Track 6,Inducted,609,0,0
2022-12-19,4,288319,36,178,362,Open,Medium,Clean,False,0.0,Track 2,Maintenance,576,0,0
2022-12-19,5,262209,23,169,249,Closed,Low,Clean,False,0.0,Track 11,Maintenance,441,0,0
2022-12-19,6,188329,11,37,261,Open,Low,Clean,False,0.0,Track 10,Maintenance,309,0,0
2022-12-19,7,277823,38,176,229,Closed,Medium,Clean,False,8.4,Track 1,Inducted,443,0,0
2022-12-19,8,161261,13,131,95,Closed,Low,Clean,False,8.5,Track 1,Inducted,239,0,0
2022-12-19,9,201629,53,72,12,Closed,Medium,Clean,False,1.4,Track 2,Standby,137,0,0
2022-12-19,10,249427,29,180,102,Closed,Medium,Clean,False,0.6,Track 5,Standby,311,0,0
2022-12-19,11,289219,51,66,162,Open,High,Clean,False,0.0,Track 5,Maintenance,279,0,0
2022-12-19,12,202223,84,117,26,Closed,Low,Clean,False,10.7,Track 6,Inducted,227,0,0
2022-12-19,13,211546,10,154,134,Closed,High,Clean,False,0.0,Track 7,Maintenance,298,0,0
2022-12-19,14,204420,15,98,176,Closed,High,Clean,False,0.9,Track 1,Standby,289,0,0
2022-12-19,15,282116,53,152,29,Closed,High,Clean,False,13.5,Track 3,Inducted,234,0,0
2022-12-19,16,258217,4,18,151,Closed,High,Scheduled,True,1.1,Track 7,Standby,173,1,0
2022-12-19,17,265437,90,67,301,Closed,Low,Clean,False,13.1,Track 10,Inducted,458,0,0
2022-12-19,18,267108,8,158,77,Closed,High,Clean,False,0.9,Track 7,Standby,243,0,0
2022-12-19,19,231903,15,84,236,Open,Low,Clean,False,0.0,Track 10,Maintenance,335,0,0
2022-12-19,20,271237,20,158,45,Closed,Medium,Clean,False,8.1,Track 15,Inducted,223,0,0
2022-12-19,21,188616,25,65,207,Closed,Low,Clean,False,0.0,Track 14,Maintenance,297,0,0
2022-12-19,22,177806,24,110,106,Closed,High,Clean,False,1.0,Track 6,Standby,240,0,0
2022-12-19,23,286405,59,61,330,Open,High,Clean,False,0.0,Track 6,Maintenance,450,0,0
2022-12-19,24,194984,90,72,129,Closed,Low,Clean,False,1.3,Track 3,Standby,291,0,0
2022-12-19,25,183039,90,145,305,Closed,Low,Clean,False,1.5,Track 10,Standby,540,0,0
2022-12-20,1,277572,8,102,74,Closed,Low,Clean,False,0.8,Track 10,Standby,184,0,1
2022-12-20,2,213916,68,136,242,Closed,Medium,Clean,False,0.8,Track 7,Standby,446,0,1
2022-12-20,3,194907,85,159,362,Open,Low,Clean,False,0.0,Track 15,Maintenance,606,0,1
2022-12-20,4,288837,35,177,361,Closed,Medium,Clean,False,9.4,Track 8,Inducted,573,0,1
2022-12-20,5,262666,22,168,248,Closed,Low,Clean,False,8.6,Track 11,Inducted,438,0,1
2022-12-20,6,188676,10,36,260,Closed,Low,Clean,False,9.9,Track 15,Inducted,306,0,1
2022-12-20,7,278215,37,175,228,Closed,Medium,Clean,False,9.5,Track 7,Inducted,440,0,1
2022-12-20,8,161262,12,130,94,Closed,Low,Clean,False,0.6,Track 11,Standby,236,0,1
2022-12-20,9,201629,52,71,11,Open,Medium,Clean,False,0.0,Track 5,Maintenance,134,0,1
2022-12-20,10,249467,28,179,101,Closed,Medium,Clean,False,1.5,Track 4,Standby,308,0,1
2022-12-20,11,289219,50,65,161,Open,High,Clean,False,0.0,Track 7,Maintenance,276,0,1
2022-12-20,12,202780,83,116,25,Closed,Low,Clean,False,12.9,Track 12,Inducted,224,0,1
2022-12-20,13,211546,9,153,133,Open,High,Clean,False,0.0,Track 4,Maintenance,295,0,1
2022-12-20,14,205020,14,97,175,Closed,High,Clean,False,8.1,Track 13,Inducted,286,0,1
2022-12-20,15,282142,52,151,28,Closed,High,Clean,False,0.9,Track 5,Standby,231,0,1
2022-12-20,16,258704,3,17,150,Closed,High,Clean,False,11.3,Track 4,Inducted,170,1,1
2022-12-20,17,265853,89,66,300,Open,Low,Clean,False,13.1,Track 11,Inducted,455,0,1
2022-12-20,18,267108,7,157,76,Closed,High,Clean,False,0.0,Track 4,Maintenance,240,1,1
2022-12-20,19,231906,14,83,235,Closed,Low,Clean,False,0.6,Track 14,Standby,332,0,1
2022-12-20,20,271237,19,157,44,Open,Medium,Clean,False,0.0,Track 4,Maintenance,220,0,1
2022-12-20,21,189210,24,64,206,Closed,Low,Clean,False,10.6,Track 15,Inducted,294,0,1
2022-12-20,22,178260,23,109,105,Open,High,Clean,False,10.9,Track 13,Inducted,237,0,1
2022-12-20,23,286405,58,60,329,Open,High,Clean,False,0.0,Track 8,Maintenance,447,0,1
2022-12-20,24,194984,89,71,128,Open,Low,Clean,False,0.0,Track 2,Maintenance,288,0,1
2022-12-20,25,183039,89,144,304,Open,Low,Clean,False,0.0,Track 10,Maintenance,537,0,1
2022-12-21,1,278071,7,101,73,Closed,Low,Clean,False,9.8,Track 3,Inducted,181,1,2
2022-12-21,2,214448,67,135,241,Closed,Medium,Clean,False,10.6,Track 10,Inducted,443,0,2
2022-12-21,3,194907,84,158,361,Open,Low,Clean,False,0.0,Track 9,Maintenance,603,0,2
2022-12-21,4,289410,34,176,360,Closed,Medium,Clean,False,9.7,Track 9,Inducted,570,0,2
2022-12-21,5,262706,21,167,247,Open,Low,Clean,False,1.4,Track 9,Standby,435,0,2
2022-12-21,6,189065,9,35,259,Closed,Low,Clean,False,12.1,Track 3,Inducted,303,0,2
2022-12-21,7,278219,36,174,227,Closed,Medium,Clean,False,1.3,Track 5,Standby,437,0,2
2022-12-21,8,161262,11,129,93,Open,Low,Clean,False,0.0,Track 14,Maintenance,233,0,2
2022-12-21,9,202142,51,70,10,Closed,Medium,Clean,False,10.4,Track 14,Inducted,131,0,2
2022-12-21,10,250064,27,178,100,Closed,Medium,Clean,False,12.8,Track 1,Inducted,305,0,2
2022-12-21,11,289219,49,64,160,Closed,High,Clean,False,0.0,Track 8,Maintenance,273,0,2
2022-12-21,12,202781,82,115,24,Open,Low,Clean,False,1.3,Track 12,Standby,221,0,2
2022-12-21,13,212096,8,152,132,Closed,High,Clean,False,10.2,Track 6,Inducted,292,0,2
2022-12-21,14,205027,13,96,174,Closed,High,Clean,False,1.4,Track 13,Standby,283,0,2
2022-12-21,15,282142,51,150,27,Open,High,Clean,False,0.0,Track 3,Maintenance,228,0,2
2022-12-21,16,259105,2,16,149,Closed,High,Clean,False,13.3,Track 3,Inducted,167,1,2
2022-12-21,17,266411,88,65,299,Closed,Low,Clean,False,10.4,Track 11,Inducted,452,0,2
2022-12-21,18,267446,6,156,75,Closed,High,Clean,False,9.1,Track 2,Inducted,237,1,2
2022-12-21,19,232425,13,82,234,Closed,Low,Clean,False,10.8,Track 14,Inducted,329,0,2
2022-12-21,20,271743,18,156,43,Closed,Medium,Clean,False,8.5,Track 14,Inducted,217,0,2
2022-12-21,21,189634,23,63,205,Closed,Low,Clean,False,11.2,Track 7,Inducted,291,0,2
2022-12-21,22,178260,22,108,104,Open,High,Clean,False,0.0,Track 11,Maintenance,234,0,2
2022-12-21,23,286453,57,59,328,Closed,High,Clean,False,1.1,Track 7,Standby,444,0,2
2022-12-21,24,195009,88,70,127,Closed,Low,Clean,False,0.8,Track 6,Standby,285,0,2
2022-12-21,25,183584,88,143,303,Closed,Low,Clean,False,11.5,Track 3,Inducted,534,0,2
2022-12-22,1,278075,6,100,72,Closed,Low,Clean,False,1.1,Track 15,Standby,178,1,3
2022-12-22,2,214448,66,134,240,Closed,Medium,Clean,False,0.0,Track 6,Maintenance,440,0,3
2022-12-22,3,195277,83,157,360,Closed,Low,Clean,False,9.6,Track 11,Inducted,600,0,3
2022-12-22,4,289959,33,175,359,Closed,Medium,Clean,False,10.2,Track 9,Inducted,567,0,3
2022-12-22,5,262706,20,166,246,Closed,Low,Clean,False,0.0,Track 13,Maintenance,432,0,3
2022-12-22,6,189458,8,34,258,Closed,Low,Clean,False,13.4,Track 13,Inducted,300,0,3
2022-12-22,7,278265,35,173,226,Closed,Medium,Clean,False,1.4,Track 5,Standby,434,0,3
2022-12-22,8,161262,10,128,92,Open,Low,Clean,False,0.0,Track 13,Maintenance,230,0,3
2022-12-22,9,202142,50,69,9,Open,Medium,Clean,False,0.0,Track 9,Maintenance,128,0,3
2022-12-22,10,250099,26,177,99,Closed,Medium,Clean,False,1.2,Track 8,Standby,302,0,3
2022-12-22,11,289597,48,63,159,Closed,High,Clean,False,12.5,Track 14,Inducted,270,0,3
2022-12-22,12,203336,81,114,23,Closed,Low,Clean,True,9.5,Track 1,Inducted,218,0,3
2022-12-22,13,212553,7,151,131,Closed,High,Clean,False,11.1,Track 6,Inducted,289,1,3
2022-12-22,14,205598,12,95,173,Closed,High,Clean,False,11.4,Track 4,Inducted,280,0,3
2022-12-22,15,282552,50,149,26,Closed,High,Clean,False,12.9,Track 11,Inducted,225,0,3
2022-12-22,16,259105,1,15,148,Open,High,Clean,False,0.0,Track 15,Maintenance,164,1,3
2022-12-22,17,266437,87,64,298,Closed,Low,Clean,False,1.1,Track 1,Standby,449,0,3
2022-12-22,18,267449,5,155,74,Open,High,Clean,False,1.3,Track 4,Standby,234,1,3
2022-12-22,19,232425,12,81,233,Open,Low,Clean,False,0.0,Track 14,Maintenance,326,0,3
2022-12-22,20,271762,17,155,42,Closed,Medium,Clean,False,1.1,Track 2,Standby,214,0,3
2022-12-22,21,189667,22,62,204,Closed,Low,Scheduled,True,0.9,Track 15,Standby,288,0,3
2022-12-22,22,178796,21,107,103,Closed,High,Clean,False,11.7,Track 14,Inducted,231,0,3
2022-12-22,23,286762,56,58,327,Closed,High,Clean,False,10.4,Track 2,Inducted,441,0,3
2022-12-22,24,195009,87,69,126,Open,Low,Clean,False,0.0,Track 7,Maintenance,282,0,3
2022-12-22,25,183634,87,142,302,Closed,Low,Clean,False,1.3,Track 1,Standby,531,0,3
2022-12-23,1,278634,5,99,71,Closed,Low,Clean,False,8.0,Track 2,Inducted,175,1,4
2022-12-23,2,214448,65,133,239,Closed,Medium,Clean,False,0.0,Track 1,Maintenance,437,0,4
2022-12-23,3,195712,82,156,359,Closed,Low,Clean,False,8.7,Track 14,Inducted,597,0,4
2022-12-23,4,289985,32,174,358,Closed,Medium,Scheduled,True,0.6,Track 11,Standby,564,0,4
2022-12-23,5,262715,19,165,245,Closed,Low,Clean,False,0.9,Track 1,Standby,429,0,4
2022-12-23,6,189458,7,33,257,Open,Low,Clean,False,0.0,Track 10,Maintenance,297,1,4
2022-12-23,7,278772,34,172,225,Closed,Medium,Clean,False,10.0,Track 7,Inducted,431,0,4
2022-12-23,8,161306,9,127,91,Closed,Low,Clean,False,1.4,Track 13,Standby,227,0,4
2022-12-23,9,202470,49,68,8,Closed,Medium,Clean,False,10.9,Track 4,Inducted,125,0,4
2022-12-23,10,250099,25,176,98,Open,Medium,Clean,False,0.0,Track 3,Maintenance,299,0,4
2022-12-23,11,289597,47,62,158,Open,High,Clean,False,0.0,Track 1,Maintenance,267,0,4
2022-12-23,12,203336,80,113,22,Open,Low,Clean,True,0.0,Track 14,Maintenance,215,0,4
2022-12-23,13,212951,6,150,130,Closed,High,Clean,False,8.2,Track 3,Inducted,286,1,4
2022-12-23,14,206048,11,94,172,Closed,High,Clean,False,10.0,Track 13,Inducted,277,0,4
2022-12-23,15,282919,49,148,25,Closed,High,Clean,False,10.6,Track 6,Inducted,222,0,4
2022-12-23,16,259109,90,14,147,Closed,High,Clean,False,1.3,Track 8,Standby,251,0,4
2022-12-23,17,266892,86,63,297,Closed,Low,Clean,False,8.6,Track 15,Inducted,446,0,4
2022-12-23,18,267475,4,154,73,Closed,High,Clean,False,0.5,Track 7,Standby,231,1,4
2022-12-23,19,232796,11,80,232,Closed,Low,Clean,False,11.9,Track 15,Inducted,323,0,4
2022-12-23,20,271797,16,154,41,Closed,Medium,Clean,False,1.2,Track 4,Standby,211,0,4
2022-12-23,21,189713,21,61,203,Closed,Low,Clean,False,1.0,Track 5,Standby,285,0,4
2022-12-23,22,179255,20,106,102,Closed,High,Clean,False,10.9,Track 8,Inducted,228,0,4
2022-12-23,23,286811,55,57,326,Closed,High,Clean,False,0.6,Track 3,Standby,438,0,4
2022-12-23,24,195009,86,68,125,Closed,Low,Clean,False,0.0,Track 4,Maintenance,279,0,4
2022-12-23,25,183634,86,141,301,Open,Low,Clean,False,0.0,Track 7,Maintenance,528,0,4
2022-12-24,1,278642,4,98,70,Closed,Low,Scheduled,True,0.7,Track 13,Standby,172,1,5
2022-12-24,2,214448,64,132,238,Closed,Medium,Clean,False,0.0,Track 4,Maintenance,434,0,5
2022-12-24,3,196117,81,155,358,Closed,Low,Clean,False,14.0,Track 6,Inducted,594,0,5
2022-12-24,4,290289,31,173,357,Closed,Medium,Clean,False,13.2,Track 9,Inducted,561,0,5
2022-12-24,5,262715,18,164,244,Closed,Low,Clean,False,0.0,Track 9,Maintenance,426,0,5
2022-12-24,6,189908,6,32,256,Closed,Low,Clean,False,12.7,Track 5,Inducted,294,1,5
2022-12-24,7,279205,33,171,224,Closed,Medium,Clean,False,10.0,Track 9,Inducted,428,0,5
2022-12-24,8,161306,8,126,90,Closed,Low,Clean,False,0.0,Track 6,Maintenance,224,0,5
2022-12-24,9,202470,48,67,7,Closed,Medium,Clean,False,0.0,Track 10,Maintenance,122,1,5
2022-12-24,10,250099,24,175,97,Open,Medium,Clean,False,0.0,Track 12,Maintenance,296,0,5
2022-12-24,11,289597,46,61,157,Open,High,Clean,False,0.0,Track 2,Maintenance,264,0,5
2022-12-24,12,203843,79,112,21,Closed,Low,Scheduled,True,9.7,Track 5,Inducted,212,0,5
2022-12-24,13,212951,5,149,129,Open,High,Clean,False,0.0,Track 8,Maintenance,283,1,5
2022-12-24,14,206433,10,93,171,Closed,High,Clean,False,8.6,Track 7,Inducted,274,0,5
2022-12-24,15,282922,48,147,24,Closed,High,Clean,False,1.0,Track 3,Standby,219,0,5
2022-12-24,16,259109,89,13,146,Open,High,Clean,False,0.0,Track 14,Maintenance,248,0,5
2022-12-24,17,267460,85,62,296,Closed,Low,Clean,False,10.2,Track 1,Inducted,443,0,5
2022-12-24,18,267475,3,153,72,Closed,High,Clean,False,0.0,Track 7,Maintenance,228,1,5
2022-12-24,19,232796,10,79,231,Open,Low,Clean,False,0.0,Track 13,Maintenance,320,0,5
2022-12-24,20,272236,15,153,40,Closed,Medium,Clean,False,8.3,Track 5,Inducted,208,0,5
2022-12-24,21,189742,20,60,202,Open,Low,Clean,False,0.9,Track 2,Standby,282,0,5
2022-12-24,22,179255,19,105,101,Open,High,Clean,False,0.0,Track 11,Maintenance,225,0,5
2022-12-24,23,287182,54,56,325,Closed,High,Clean,False,13.4,Track 8,Inducted,435,0,5
2022-12-24,24,195575,85,67,124,Open,Low,Clean,False,9.3,Track 15,Inducted,276,0,5
2022-12-24,25,183634,85,140,300,Open,Low,Clean,False,0.0,Track 2,Maintenance,525,0,5
2022-12-25,1,279015,3,97,69,Closed,Low,Clean,False,11.7,Track 5,Inducted,169,1,6
2022-12-25,2,214448,63,131,237,Open,Medium,Clean,False,0.0,Track 10,Maintenance,431,0,6
2022-12-25,3,196462,80,154,357,Closed,Low,Clean,False,11.9,Track 6,Inducted,591,0,6
2022-12-25,4,290331,30,172,356,Closed,Medium,Clean,False,0.6,Track 5,Standby,558,0,6
2022-12-25,5,263175,17,163,243,Closed,Low,Clean,False,12.0,Track 12,Inducted,423,0,6
2022-12-25,6,189908,5,31,255,Closed,Low,Clean,False,0.0,Track 5,Maintenance,291,1,6
2022-12-25,7,279246,32,170,223,Closed,Medium,Clean,False,1.3,Track 13,Standby,425,0,6
2022-12-25,8,161306,7,125,89,Open,Low,Scheduled,True,0.0,Track 5,Maintenance,221,1,6
2022-12-25,9,202861,47,66,6,Closed,Medium,Clean,False,11.9,Track 12,Inducted,119,1,6
2022-12-25,10,250683,23,174,96,Closed,Medium,Clean,False,8.8,Track 7,Inducted,293,0,6
2022-12-25,11,290000,45,60,156,Closed,High,Clean,False,10.0,Track 7,Inducted,261,0,6
2022-12-25,12,203883,78,111,20,Closed,Low,Scheduled,True,1.5,Track 15,Standby,209,0,6
2022-12-25,13,213257,4,148,128,Closed,High,Clean,False,14.0,Track 11,Inducted,280,1,6
2022-12-25,14,207018,9,92,170,Closed,High,Clean,False,14.0,Track 15,Inducted,271,0,6
2022-12-25,15,283367,47,146,23,Closed,High,Clean,False,13.9,Track 1,Inducted,216,0,6
2022-12-25,16,259153,88,12,145,Open,High,Clean,False,1.5,Track 12,Standby,245,0,6
2022-12-25,17,267838,84,61,295,Open,Low,Clean,False,12.7,Track 14,Inducted,440,0,6
2022-12-25,18,267501,2,152,71,Closed,High,Clean,False,1.2,Track 3,Standby,225,1,6
2022-12-25,19,232796,9,78,230,Open,Low,Clean,False,0.0,Track 8,Maintenance,317,0,6
2022-12-25,20,272648,14,152,39,Closed,Medium,Clean,False,11.6,Track 7,Inducted,205,0,6
2022-12-25,21,190107,19,59,201,Closed,Low,Clean,False,11.9,Track 9,Inducted,279,0,6
2022-12-25,22,179577,18,104,100,Closed,High,Clean,False,8.2,Track 8,Inducted,222,0,6
2022-12-25,23,287222,53,55,324,Closed,High,Clean,False,1.3,Track 11,Standby,432,0,6
2022-12-25,24,196053,84,66,123,Closed,Low,Clean,False,8.8,Track 7,Inducted,273,0,6
2022-12-25,25,184149,84,139,299,Closed,Low,Clean,False,12.9,Track 8,Inducted,522,0,6
2022-12-26,1,279398,2,96,68,Closed,Low,Clean,False,10.1,Track 2,Inducted,166,1,0
2022-12-26,2,214899,62,130,236,Open,Medium,Clean,False,11.7,Track 14,Inducted,428,0,0
2022-12-26,3,196462,79,153,356,Open,Low,Clean,False,0.0,Track 2,Maintenance,588,0,0
2022-12-26,4,290830,29,171,355,Closed,Medium,Clean,False,9.0,Track 3,Inducted,555,0,0
2022-12-26,5,263211,16,162,242,Closed,Low,Clean,False,0.6,Track 1,Standby,420,0,0
2022-12-26,6,190453,4,30,254,Open,Low,Clean,False,8.6,Track 10,Inducted,288,1,0
2022-12-26,7,279608,31,169,222,Closed,Medium,Clean,False,9.5,Track 10,Inducted,422,0,0
2022-12-26,8,161306,6,124,88,Open,Low,Scheduled,True,0.0,Track 8,Maintenance,218,1,0
2022-12-26,9,202861,46,65,5,Open,Medium,Clean,False,0.0,Track 14,Maintenance,116,1,0
2022-12-26,10,251047,22,173,95,Closed,Medium,Clean,False,8.3,Track 4,Inducted,290,0,0
2022-12-26,11,290000,44,59,155,Open,High,Clean,False,0.0,Track 1,Maintenance,258,0,0
2022-12-26,12,204215,77,110,19,Closed,Low,Clean,False,11.8,Track 6,Inducted,206,0,0
2022-12-26,13,213607,3,147,127,Closed,High,Clean,False,8.4,Track 5,Inducted,277,1,0
2022-12-26,14,207045,8,91,169,Closed,High,Clean,False,1.4,Track 6,Standby,268,0,0
2022-12-26,15,283396,46,145,22,Closed,High,Clean,False,1.2,Track 7,Standby,213,0,0
2022-12-26,16,259153,87,11,144,Open,High,Clean,False,0.0,Track 7,Maintenance,242,0,0
2022-12-26,17,267838,83,60,294,Closed,Low,Clean,False,0.0,Track 3,Maintenance,437,0,0
2022-12-26,18,267829,1,151,70,Closed,High,Clean,False,9.2,Track 5,Inducted,222,1,0
2022-12-26,19,233202,8,77,229,Closed,Low,Clean,False,11.1,Track 3,Inducted,314,0,0
2022-12-26,20,273124,13,151,38,Closed,Medium,Clean,False,11.3,Track 15,Inducted,202,0,0
2022-12-26,21,190630,18,58,200,Closed,Low,Clean,False,11.9,Track 9,Inducted,276,0,0
2022-12-26,22,179930,17,103,99,Closed,High,Clean,False,9.2,Track 8,Inducted,219,0,0
2022-12-26,23,287222,52,54,323,Open,High,Clean,False,0.0,Track 1,Maintenance,429,0,0
2022-12-26,24,196391,83,65,122,Closed,Low,Clean,False,13.4,Track 2,Inducted,270,0,0
2022-12-26,25,184168,83,138,298,Open,Low,Clean,False,0.9,Track 15,Standby,519,0,0
2022-12-27,1,279447,1,95,67,Open,Low,Clean,False,1.4,Track 15,Standby,163,1,1
2022-12-27,2,214899,61,129,235,Open,Medium,Scheduled,True,0.0,Track 11,Maintenance,425,0,1
2022-12-27,3,196494,78,152,355,Open,Low,Clean,False,0.7,Track 10,Standby,585,0,1
2022-12-27,4,291131,28,170,354,Closed,Medium,Clean,False,13.7,Track 5,Inducted,552,0,1
2022-12-27,5,263583,15,161,241,Closed,Low,Clean,False,9.4,Track 1,Inducted,417,0,1
2022-12-27,6,190785,3,29,253,Closed,Low,Clean,False,10.2,Track 3,Inducted,285,1,1
2022-12-27,7,280187,30,168,221,Closed,Medium,Clean,False,11.1,Track 8,Inducted,419,0,1
2022-12-27,8,161333,5,123,87,Closed,Low,Scheduled,True,1.4,Track 11,Standby,215,1,1
2022-12-27,9,202861,45,64,4,Open,Medium,Clean,False,0.0,Track 9,Maintenance,113,1,1
2022-12-27,10,251047,21,172,94,Open,Medium,Clean,False,0.0,Track 7,Maintenance,287,0,1
2022-12-27,11,290578,43,58,154,Closed,High,Clean,False,12.2,Track 15,Inducted,255,0,1
2022-12-27,12,204611,76,109,18,Closed,Low,Clean,False,8.8,Track 6,Inducted,203,0,1
2022-12-27,13,214019,2,146,126,Closed,High,Clean,False,13.7,Track 6,Inducted,274,1,1
2022-12-27,14,207045,7,90,168,Open,High,Clean,False,0.0,Track 7,Maintenance,265,1,1
2022-12-27,15,283407,45,144,21,Closed,High,Clean,False,1.3,Track 4,Standby,210,0,1
2022-12-27,16,259474,86,10,143,Closed,High,Clean,False,12.3,Track 4,Inducted,239,0,1
2022-12-27,17,268307,82,59,293,Closed,Low,Clean,False,11.3,Track 5,Inducted,434,0,1
2022-12-27,18,268382,90,150,69,Closed,High,Clean,False,11.6,Track 5,Inducted,309,0,1
2022-12-27,19,233202,7,76,228,Closed,Low,Clean,False,0.0,Track 2,Maintenance,311,1,1
2022-12-27,20,273124,12,150,37,Open,Medium,Clean,False,0.0,Track 12,Maintenance,199,0,1
2022-12-27,21,191093,17,57,199,Closed,Low,Clean,False,13.5,Track 8,Inducted,273,0,1
2022-12-27,22,179930,16,102,98,Open,High,Clean,False,0.0,Track 1,Maintenance,216,0,1
2022-12-27,23,287267,51,53,322,Closed,High,Clean,False,1.0,Track 4,Standby,426,0,1
2022-12-27,24,196858,82,64,121,Closed,Low,Clean,True,9.9,Track 7,Inducted,267,0,1
2022-12-27,25,184532,82,137,297,Closed,Low,Clean,False,12.1,Track 4,Inducted,516,0,1
2022-12-28,1,279837,90,94,66,Closed,Low,Clean,False,8.7,Track 2,Inducted,250,0,2
2022-12-28,2,215336,60,128,234,Closed,Medium,Clean,True,13.9,Track 11,Inducted,422,0,2
2022-12-28,3,196494,77,151,354,Open,Low,Clean,False,0.0,Track 5,Maintenance,582,0,2
2022-12-28,4,291143,27,169,353,Closed,Medium,Clean,False,1.0,Track 12,Standby,549,0,2
2022-12-28,5,264047,14,160,240,Closed,Low,Clean,False,13.0,Track 15,Inducted,414,0,2
2022-12-28,6,191294,2,28,252,Closed,Low,Clean,False,10.7,Track 15,Inducted,282,1,2
2022-12-28,7,280187,29,167,220,Open,Medium,Clean,False,0.0,Track 3,Maintenance,416,0,2
2022-12-28,8,161379,4,122,86,Closed,Low,Clean,False,0.5,Track 15,Standby,212,1,2
2022-12-28,9,203424,44,63,3,Closed,Medium,Clean,False,10.9,Track 12,Inducted,110,1,2
2022-12-28,10,251047,20,171,93,Open,Medium,Clean,False,0.0,Track 14,Maintenance,284,0,2
2022-12-28,11,291096,42,57,153,Closed,High,Clean,False,10.6,Track 15,Inducted,252,0,2
2022-12-28,12,204611,75,108,17,Open,Low,Clean,False,0.0,Track 12,Maintenance,200,0,2
2022-12-28,13,214019,1,145,125,Open,High,Clean,False,0.0,Track 8,Maintenance,271,1,2
2022-12-28,14,207642,6,89,167,Closed,High,Clean,False,13.1,Track 11,Inducted,262,1,2
2022-12-28,15,283911,44,143,20,Closed,High,Clean,False,11.4,Track 5,Inducted,207,0,2
2022-12-28,16,259520,85,9,142,Closed,High,Clean,False,1.4,Track 5,Standby,236,0,2
2022-12-28,17,268337,81,58,292,Closed,Low,Clean,False,1.1,Track 6,Standby,431,0,2
2022-12-28,18,268944,89,149,68,Closed,High,Clean,False,10.7,Track 12,Inducted,306,0,2
2022-12-28,19,233236,6,75,227,Closed,Low,Clean,False,0.5,Track 15,Standby,308,1,2
2022-12-28,20,273124,11,149,36,Open,Medium,Clean,False,0.0,Track 9,Maintenance,196,0,2
2022-12-28,21,191122,16,56,198,Closed,Low,Clean,False,0.7,Track 6,Standby,270,0,2
2022-12-28,22,180498,15,101,97,Closed,High,Clean,False,9.6,Track 13,Inducted,213,0,2
2022-12-28,23,287744,50,52,321,Closed,High,Clean,False,13.2,Track 10,Inducted,423,0,2
2022-12-28,24,197299,81,63,120,Closed,Low,Scheduled,True,11.4,Track 7,Inducted,264,0,2
2022-12-28,25,184532,81,136,296,Closed,Low,Clean,False,0.0,Track 12,Maintenance,513,0,2
2022-12-29,1,280148,89,93,65,Closed,Low,Clean,False,11.6,Track 14,Inducted,247,0,3
2022-12-29,2,215336,59,127,233,Closed,Medium,Scheduled,True,0.0,Track 9,Maintenance,419,0,3
2022-12-29,3,196494,76,150,353,Open,Low,Clean,False,0.0,Track 4,Maintenance,579,0,3
2022-12-29,4,291513,26,168,352,Closed,Medium,Clean,False,10.0,Track 11,Inducted,546,0,3
